WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
OVOC2740	OVOC_OM1b	20226461	20229940	-1	WBGene00239549
OVOC2742	OVOC_OM1b	20238042	20239676	-1	WBGene00239551
OVOC2744	OVOC_OM1b	20245025	20247418	-1	WBGene00239553
OVOC2746	OVOC_OM1b	20258906	20273576	-1	WBGene00239555
OVOC2748	OVOC_OM1b	20288135	20294180	-1	WBGene00239557
OVOC2749	OVOC_OM1b	20295077	20297165	1	WBGene00239558
OVOC2752	OVOC_OM1b	20304189	20308849	-1	WBGene00239561
OVOC2756	OVOC_OM1b	20327204	20333611	-1	WBGene00239565
OVOC2757	OVOC_OM1b	20335456	20337007	1	WBGene00239566
OVOC2758	OVOC_OM1b	20334530	20340281	1	WBGene00239567
OVOC2759	OVOC_OM1b	20342251	20350346	-1	WBGene00239568
OVOC2761	OVOC_OM1b	20350887	20362045	1	WBGene00239570
OVOC2762	OVOC_OM1b	20364191	20366194	-1	WBGene00239571
OVOC2763	OVOC_OM1b	20372053	20377616	1	WBGene00239572
OVOC2764	OVOC_OM1b	20379236	20381846	-1	WBGene00239573
OVOC2765	OVOC_OM1b	20382456	20384046	-1	WBGene00239574
OVOC2767	OVOC_OM1b	20385712	20392793	1	WBGene00239576
OVOC2770	OVOC_OM1b	20408032	20410519	-1	WBGene00239579
OVOC2772	OVOC_OM1b	20417672	20425554	-1	WBGene00239581
OVOC2773	OVOC_OM1b	20426831	20438456	1	WBGene00239582
OVOC2776	OVOC_OM1b	20456505	20459654	-1	WBGene00239585
OVOC2777	OVOC_OM1b	20461104	20464961	-1	WBGene00239586
OVOC2778	OVOC_OM1b	20466634	20478136	1	WBGene00239587
OVOC2783	OVOC_OM1b	20490726	20503082	1	WBGene00239592
OVOC2785	OVOC_OM1b	20513783	20516494	1	WBGene00239594
OVOC2788	OVOC_OM1b	20532130	20533855	-1	WBGene00239597
OVOC2789	OVOC_OM1b	20534161	20535756	-1	WBGene00239598
OVOC2790	OVOC_OM1b	20536259	20552477	-1	WBGene00239599
OVOC2793	OVOC_OM1b	20577536	20581283	1	WBGene00239602
OVOC2794	OVOC_OM1b	20581788	20583707	-1	WBGene00239603
OVOC2795	OVOC_OM1b	20587403	20591679	-1	WBGene00239604
OVOC2798	OVOC_OM1b	20605483	20608253	-1	WBGene00239607
OVOC2799	OVOC_OM1b	20623828	20628419	-1	WBGene00239608
OVOC2800	OVOC_OM1b	20629803	20631887	1	WBGene00239609
OVOC2801	OVOC_OM1b	20633669	20638262	1	WBGene00239610
OVOC2803	OVOC_OM1b	20646615	20648435	-1	WBGene00239612
OVOC2804	OVOC_OM1b	20648641	20654906	1	WBGene00239613
OVOC2807	OVOC_OM1b	20654907	20656145	1	WBGene00239616
OVOC2808	OVOC_OM1b	20659533	20667059	1	WBGene00239617
OVOC2809	OVOC_OM1b	20671316	20680961	1	WBGene00239618
OVOC2810	OVOC_OM1b	20680962	20684687	-1	WBGene00239619
OVOC2812	OVOC_OM1b	20690209	20695323	-1	WBGene00239621
OVOC2818	OVOC_OM1b	20736533	20742520	-1	WBGene00239627
OVOC2819	OVOC_OM1b	20745658	20748676	1	WBGene00239628
OVOC2821	OVOC_OM1b	20751822	20754311	-1	WBGene00239630
OVOC2822	OVOC_OM1b	20757384	20761893	-1	WBGene00239631
OVOC2825	OVOC_OM1b	20769374	20777029	-1	WBGene00239634
OVOC2826	OVOC_OM1b	20777020	20780677	-1	WBGene00239635
OVOC2828	OVOC_OM1b	20793055	20795830	-1	WBGene00239637
OVOC2829	OVOC_OM1b	20796337	20802214	1	WBGene00239638
OVOC2830	OVOC_OM1b	20802345	20807658	-1	WBGene00239639
OVOC2831	OVOC_OM1b	20808469	20815778	-1	WBGene00239640
OVOC2833	OVOC_OM1b	20819994	20826081	-1	WBGene00239642
OVOC2836	OVOC_OM1b	20853232	20861478	-1	WBGene00239645
OVOC2839	OVOC_OM1b	20880771	20892367	1	WBGene00239648
OVOC2841	OVOC_OM1b	20898040	20900462	-1	WBGene00239650
OVOC2844	OVOC_OM1b	20913766	20925137	1	WBGene00239653
OVOC2845	OVOC_OM1b	20929356	20937072	-1	WBGene00239654
OVOC2847	OVOC_OM1b	20943193	20950241	-1	WBGene00239656
OVOC2849	OVOC_OM1b	20958936	20963934	1	WBGene00239658
OVOC2858	OVOC_OM1b	21012795	21014587	-1	WBGene00239667
OVOC2861	OVOC_OM1b	21017467	21024823	-1	WBGene00239670
OVOC2863	OVOC_OM1b	21029147	21032650	-1	WBGene00239672
OVOC2864	OVOC_OM1b	21035185	21040709	-1	WBGene00239673
OVOC2868	OVOC_OM1b	21048907	21055095	1	WBGene00239677
OVOC2873	OVOC_OM1b	21089184	21095264	1	WBGene00239682
OVOC2874	OVOC_OM1b	21097756	21102533	-1	WBGene00239683
OVOC2877	OVOC_OM1b	21105662	21110798	1	WBGene00239686
OVOC2878	OVOC_OM1b	21110799	21116279	1	WBGene00239687
OVOC2881	OVOC_OM1b	21150693	21154807	-1	WBGene00239690
OVOC2884	OVOC_OM1b	21158070	21161782	1	WBGene00239693
OVOC2885	OVOC_OM1b	21162946	21166403	1	WBGene00239694
OVOC2887	OVOC_OM1b	21174135	21180754	-1	WBGene00239696
OVOC2888	OVOC_OM1b	21180879	21182936	1	WBGene00239697
OVOC2889	OVOC_OM1b	21183118	21191179	-1	WBGene00239698
OVOC2890	OVOC_OM1b	21193179	21197353	-1	WBGene00239699
OVOC2891	OVOC_OM1b	21197925	21204709	-1	WBGene00239700
OVOC2892	OVOC_OM1b	21205916	21216412	-1	WBGene00239701
OVOC2893	OVOC_OM1b	21219737	21226735	1	WBGene00239702
OVOC2895	OVOC_OM1b	21219737	21246725	-1	WBGene00239704
OVOC2897	OVOC_OM1b	21255816	21256814	1	WBGene00239706
OVOC2899	OVOC_OM1b	21266817	21275275	-1	WBGene00239708
OVOC2902	OVOC_OM1b	21287255	21297641	-1	WBGene00239711
OVOC2905	OVOC_OM1b	21311489	21313942	1	WBGene00239714
OVOC2906	OVOC_OM1b	21314439	21317603	-1	WBGene00239715
OVOC2909	OVOC_OM1b	21322529	21326839	-1	WBGene00239718
OVOC2913	OVOC_OM1b	21348438	21357866	1	WBGene00239722
OVOC2914	OVOC_OM1b	21358330	21360493	-1	WBGene00239723
OVOC2915	OVOC_OM1b	21363215	21364957	-1	WBGene00239724
OVOC2917	OVOC_OM1b	21381496	21382978	-1	WBGene00239726
OVOC2918	OVOC_OM1b	21382950	21386224	-1	WBGene00239727
OVOC2919	OVOC_OM1b	21386882	21388657	-1	WBGene00239728
OVOC2920	OVOC_OM1b	21390407	21393189	1	WBGene00239729
OVOC2921	OVOC_OM1b	21393546	21400356	-1	WBGene00239730
OVOC2922	OVOC_OM1b	21407334	21414680	1	WBGene00239731
OVOC2925	OVOC_OM1b	21428599	21438305	-1	WBGene00239734
OVOC2927	OVOC_OM1b	21451405	21456755	1	WBGene00239736
OVOC2933	OVOC_OM1b	21488083	21495781	-1	WBGene00239742
OVOC2935	OVOC_OM1b	21500933	21505298	1	WBGene00239744
OVOC2941	OVOC_OM1b	21531920	21535374	1	WBGene00239750
OVOC2948	OVOC_OM1b	21562024	21573263	1	WBGene00239757
OVOC2950	OVOC_OM1b	21575680	21583787	-1	WBGene00239759
OVOC2952	OVOC_OM1b	21588624	21601688	-1	WBGene00239761
OVOC2953	OVOC_OM1b	21603282	21607384	-1	WBGene00239762
OVOC2954	OVOC_OM1b	21620765	21624874	1	WBGene00239763
OVOC2955	OVOC_OM1b	21626578	21635970	-1	WBGene00239764
OVOC2957	OVOC_OM1b	21652765	21657586	-1	WBGene00239766
OVOC2958	OVOC_OM1b	21658237	21660407	-1	WBGene00239767
OVOC2959	OVOC_OM1b	21660370	21663571	-1	WBGene00239768
OVOC2961	OVOC_OM1b	21673550	21683945	-1	WBGene00239770
OVOC2962	OVOC_OM1b	21684819	21689402	-1	WBGene00239771
OVOC2963	OVOC_OM1b	21688523	21690366	-1	WBGene00239772
OVOC2965	OVOC_OM1b	21690348	21697002	1	WBGene00239774
OVOC2966	OVOC_OM1b	21698485	21702613	-1	WBGene00239775
OVOC2970	OVOC_OM1b	21723024	21744435	1	WBGene00239779
OVOC2972	OVOC_OM1b	21744436	21748323	-1	WBGene00239781
OVOC2974	OVOC_OM1b	21759869	21762255	1	WBGene00239783
OVOC2975	OVOC_OM1b	21762195	21772135	-1	WBGene00239784
OVOC2977	OVOC_OM1b	21781855	21783030	-1	WBGene00239786
OVOC2978	OVOC_OM1b	21784722	21798217	-1	WBGene00239787
OVOC2981	OVOC_OM1b	21816056	21821889	-1	WBGene00239790
OVOC2983	OVOC_OM1b	21830459	21840812	-1	WBGene00239792
OVOC2984	OVOC_OM1b	21843257	21848297	-1	WBGene00239793
OVOC2986	OVOC_OM1b	21849303	21851940	-1	WBGene00239795
OVOC2987	OVOC_OM1b	21853874	21867131	-1	WBGene00239796
OVOC2991	OVOC_OM1b	21868571	21871344	-1	WBGene00239800
OVOC2992	OVOC_OM1b	21876663	21881881	1	WBGene00239801
OVOC2996	OVOC_OM1b	21887288	21898779	1	WBGene00239805
OVOC2998	OVOC_OM1b	21905471	21909053	1	WBGene00239807
OVOC2999	OVOC_OM1b	21910696	21913090	-1	WBGene00239808
OVOC3001	OVOC_OM1b	21924789	21930012	1	WBGene00239810
OVOC3002	OVOC_OM1b	21931963	21933682	-1	WBGene00239811
OVOC3003	OVOC_OM1b	21936669	21940379	-1	WBGene00239812
OVOC3004	OVOC_OM1b	21942461	21947344	-1	WBGene00239813
OVOC3005	OVOC_OM1b	21948412	21953157	-1	WBGene00239814
OVOC3008	OVOC_OM1b	21968732	21972806	-1	WBGene00239817
OVOC3009	OVOC_OM1b	21974829	21987783	-1	WBGene00239818
OVOC3010	OVOC_OM1b	21993008	21997415	-1	WBGene00239819
OVOC3013	OVOC_OM1b	22009530	22014190	1	WBGene00239822
OVOC3014	OVOC_OM1b	22004052	22023212	-1	WBGene00239823
OVOC3015	OVOC_OM1b	22023817	22028131	-1	WBGene00239824
OVOC3017	OVOC_OM1b	22046641	22049407	1	WBGene00239826
OVOC3023	OVOC_OM1b	22101973	22107368	1	WBGene00239832
OVOC3024	OVOC_OM1b	22108377	22115370	-1	WBGene00239833
OVOC3029	OVOC_OM1b	22163851	22177126	1	WBGene00239838
OVOC3030	OVOC_OM1b	22178539	22181080	1	WBGene00239839
OVOC3031	OVOC_OM1b	22181829	22216873	1	WBGene00239840
OVOC3032	OVOC_OM1b	22188198	22200435	-1	WBGene00239841
OVOC3036	OVOC_OM1b	22221112	22231296	-1	WBGene00239845
OVOC3039	OVOC_OM1b	22236540	22242794	1	WBGene00239848
OVOC3041	OVOC_OM1b	22243934	22249067	-1	WBGene00239850
OVOC3044	OVOC_OM1b	22254337	22264557	1	WBGene00239853
OVOC3046	OVOC_OM1b	22259260	22264475	-1	WBGene00239855
OVOC3047	OVOC_OM1b	22264623	22266275	-1	WBGene00239856
OVOC3048	OVOC_OM1b	22272069	22281050	1	WBGene00239857
OVOC3049	OVOC_OM1b	22284664	22287717	1	WBGene00239858
OVOC3051	OVOC_OM1b	22305123	22307280	1	WBGene00239860
OVOC3052	OVOC_OM1b	22309972	22315679	1	WBGene00239861
OVOC3054	OVOC_OM1b	22327513	22333769	-1	WBGene00239863
OVOC3055	OVOC_OM1b	22333762	22337198	1	WBGene00239864
OVOC3056	OVOC_OM1b	22338026	22341347	-1	WBGene00239865
OVOC3057	OVOC_OM1b	22344328	22345867	1	WBGene00239866
OVOC3059	OVOC_OM1b	22362887	22374719	-1	WBGene00239868
OVOC3061	OVOC_OM1b	22387535	22390868	-1	WBGene00239870
OVOC3064	OVOC_OM1b	22405854	22409889	-1	WBGene00239873
OVOC3069	OVOC_OM1b	22419344	22441550	1	WBGene00239878
OVOC3070	OVOC_OM1b	22418442	22445698	-1	WBGene00239879
OVOC3080	OVOC_OM1b	22503366	22508059	1	WBGene00239889
OVOC3081	OVOC_OM1b	22519272	22528731	1	WBGene00239890
OVOC3085	OVOC_OM1b	22529194	22534153	-1	WBGene00239894
OVOC3086	OVOC_OM1b	22539254	22541880	1	WBGene00239895
OVOC3087	OVOC_OM1b	22542435	22548064	-1	WBGene00239896
OVOC3088	OVOC_OM1b	22548881	22553082	1	WBGene00239897
OVOC3091	OVOC_OM1b	22567956	22571197	-1	WBGene00239900
OVOC3092	OVOC_OM1b	22561511	22577238	1	WBGene00239901
OVOC3093	OVOC_OM1b	22577839	22580546	1	WBGene00239902
OVOC3094	OVOC_OM1b	22580547	22584666	1	WBGene00239903
OVOC3096	OVOC_OM1b	22599065	22611105	1	WBGene00239905
OVOC3097	OVOC_OM1b	22613092	22619339	1	WBGene00239906
OVOC3098	OVOC_OM1b	22623222	22640944	1	WBGene00239907
OVOC3099	OVOC_OM1b	22644220	22650992	1	WBGene00239908
OVOC3100	OVOC_OM1b	22651930	22655947	-1	WBGene00239909
OVOC3102	OVOC_OM1b	22667407	22673047	1	WBGene00239911
OVOC3104	OVOC_OM1b	22678915	22682206	-1	WBGene00239913
OVOC3105	OVOC_OM1b	22687854	22691370	1	WBGene00239914
OVOC3106	OVOC_OM1b	22691486	22700546	-1	WBGene00239915
OVOC3107	OVOC_OM1b	22697420	22699142	1	WBGene00239916
OVOC3109	OVOC_OM1b	22701591	22714084	1	WBGene00239918
OVOC3117	OVOC_OM1b	22751532	22762292	-1	WBGene00239926
OVOC3120	OVOC_OM1b	22791400	22796168	-1	WBGene00239929
OVOC3121	OVOC_OM1b	22815071	22831390	1	WBGene00239930
OVOC3123	OVOC_OM1b	22833651	22836796	1	WBGene00239932
OVOC3125	OVOC_OM1b	22852646	22857161	1	WBGene00239934
OVOC3126	OVOC_OM1b	22861513	22867444	1	WBGene00239935
OVOC3130	OVOC_OM1b	22890590	22902827	1	WBGene00239939
OVOC3131	OVOC_OM1b	22904410	22916183	1	WBGene00239940
OVOC3134	OVOC_OM1b	22932345	22941260	1	WBGene00239943
OVOC3135	OVOC_OM1b	22944252	22945697	1	WBGene00239944
OVOC3136	OVOC_OM1b	22945120	22953963	1	WBGene00239945
OVOC3137	OVOC_OM1b	22954094	22961553	-1	WBGene00239946
OVOC3139	OVOC_OM1b	22962731	22965724	-1	WBGene00239948
OVOC3142	OVOC_OM1b	22975591	22979701	-1	WBGene00239951
OVOC3144	OVOC_OM1b	22981890	22987118	-1	WBGene00239953
OVOC3145	OVOC_OM1b	22988596	22990747	-1	WBGene00239954
OVOC3147	OVOC_OM1b	22997876	23001718	-1	WBGene00239956
OVOC3148	OVOC_OM1b	23002893	23009705	-1	WBGene00239957
OVOC3149	OVOC_OM1b	23015907	23019802	1	WBGene00239958
OVOC3152	OVOC_OM1b	23037201	23038875	1	WBGene00239961
OVOC3153	OVOC_OM1b	23039270	23042335	1	WBGene00239962
OVOC3158	OVOC_OM1b	23063406	23069785	1	WBGene00239967
OVOC3159	OVOC_OM1b	23072719	23080997	1	WBGene00239968
OVOC3160	OVOC_OM1b	23080994	23083505	1	WBGene00239969
OVOC3161	OVOC_OM1b	23094198	23101426	1	WBGene00239970
OVOC3162	OVOC_OM1b	23101909	23107350	-1	WBGene00239971
OVOC3164	OVOC_OM1b	23110903	23113844	1	WBGene00239973
OVOC3165	OVOC_OM1b	23116770	23119963	1	WBGene00239974
OVOC3169	OVOC_OM1b	23148673	23158631	1	WBGene00239978
OVOC3170	OVOC_OM1b	23163575	23168019	1	WBGene00239979
OVOC3171	OVOC_OM1b	23173978	23184683	1	WBGene00239980
OVOC3172	OVOC_OM1b	23191137	23193520	-1	WBGene00239981
OVOC3174	OVOC_OM1b	23195495	23197623	1	WBGene00239983
OVOC3176	OVOC_OM1b	23200945	23204061	-1	WBGene00239985
OVOC3178	OVOC_OM1b	23219896	23221623	1	WBGene00239987
OVOC3179	OVOC_OM1b	23222320	23226454	1	WBGene00239988
OVOC3180	OVOC_OM1b	23226784	23231648	1	WBGene00239989
OVOC3182	OVOC_OM1b	23236484	23240821	1	WBGene00239991
OVOC3184	OVOC_OM1b	23261457	23273953	1	WBGene00239993
OVOC3185	OVOC_OM1b	23282397	23285571	-1	WBGene00239994
OVOC3190	OVOC_OM1b	23303663	23310653	-1	WBGene00239999
OVOC3193	OVOC_OM1b	23318532	23364950	1	WBGene00240002
OVOC3194	OVOC_OM1b	23372695	23383433	1	WBGene00240003
OVOC3196	OVOC_OM1b	23389715	23400667	-1	WBGene00240005
OVOC3198	OVOC_OM1b	23405830	23408687	1	WBGene00240007
OVOC3199	OVOC_OM1b	23410219	23416175	1	WBGene00240008
OVOC3200	OVOC_OM1b	23419724	23424332	1	WBGene00240009
OVOC3201	OVOC_OM1b	23427732	23432448	1	WBGene00240010
OVOC3202	OVOC_OM1b	23438763	23446882	1	WBGene00240011
OVOC3203	OVOC_OM1b	23448533	23456055	-1	WBGene00240012
OVOC3208	OVOC_OM1b	23484878	23502902	-1	WBGene00240017
OVOC3209	OVOC_OM1b	23507975	23514586	-1	WBGene00240018
OVOC3210	OVOC_OM1b	23516123	23522991	1	WBGene00240019
OVOC3211	OVOC_OM1b	23522967	23526560	-1	WBGene00240020
OVOC3212	OVOC_OM1b	23531188	23539305	-1	WBGene00240021
OVOC3215	OVOC_OM1b	23578873	23588677	1	WBGene00240024
OVOC3216	OVOC_OM1b	23589309	23594584	-1	WBGene00240025
OVOC3218	OVOC_OM1b	23603055	23608170	-1	WBGene00240027
OVOC3219	OVOC_OM1b	23608416	23616258	1	WBGene00240028
OVOC3220	OVOC_OM1b	23613539	23616254	-1	WBGene00240029
OVOC3221	OVOC_OM1b	23616846	23620380	1	WBGene00240030
OVOC3222	OVOC_OM1b	23620427	23629343	1	WBGene00240031
OVOC3223	OVOC_OM1b	23629815	23633725	1	WBGene00240032
OVOC3224	OVOC_OM1b	23636146	23639599	1	WBGene00240033
OVOC3225	OVOC_OM1b	23641979	23655848	1	WBGene00240034
OVOC3226	OVOC_OM1b	23658639	23666420	-1	WBGene00240035
OVOC3232	OVOC_OM1b	23720052	23737485	1	WBGene00240041
OVOC3233	OVOC_OM1b	23741823	23751460	-1	WBGene00240042
OVOC3235	OVOC_OM1b	23824896	23827485	1	WBGene00240044
OVOC3237	OVOC_OM1b	23843969	23849764	1	WBGene00240046
OVOC3238	OVOC_OM1b	23850584	23855420	1	WBGene00240047
OVOC3239	OVOC_OM1b	23860234	23865343	-1	WBGene00240048
OVOC3240	OVOC_OM1b	23887277	23889450	-1	WBGene00240049
OVOC3241	OVOC_OM1b	23890853	23894287	-1	WBGene00240050
OVOC3242	OVOC_OM1b	23896644	23911460	-1	WBGene00240051
OVOC3245	OVOC_OM1b	23923609	23929377	1	WBGene00240054
OVOC3246	OVOC_OM1b	23932095	23934034	1	WBGene00240055
OVOC3247	OVOC_OM1b	23935734	23947990	-1	WBGene00240056
OVOC3248	OVOC_OM1b	23950243	23959508	-1	WBGene00240057
OVOC3249	OVOC_OM1b	23960079	23964686	1	WBGene00240058
OVOC3251	OVOC_OM1b	23973531	23977785	1	WBGene00240060
OVOC3254	OVOC_OM1b	23977791	23985046	-1	WBGene00240063
OVOC3255	OVOC_OM1b	23986661	23991401	-1	WBGene00240064
OVOC3256	OVOC_OM1b	23993575	24000207	1	WBGene00240065
OVOC3257	OVOC_OM1b	24000695	24012553	1	WBGene00240066
OVOC3263	OVOC_OM1b	24025134	24028003	-1	WBGene00240072
OVOC3266	OVOC_OM1b	24040844	24042511	1	WBGene00240075
OVOC3267	OVOC_OM1b	24042533	24044276	-1	WBGene00240076
OVOC3268	OVOC_OM1b	24044721	24048004	1	WBGene00240077
OVOC3269	OVOC_OM1b	24048873	24051853	-1	WBGene00240078
OVOC3272	OVOC_OM1b	24064921	24067345	-1	WBGene00240081
OVOC3273	OVOC_OM1b	24074847	24091014	-1	WBGene00240082
OVOC3274	OVOC_OM1b	24092999	24097911	-1	WBGene00240083
OVOC3280	OVOC_OM1b	24148735	24187586	-1	WBGene00240089
OVOC3286	OVOC_OM1b	24212410	24214528	1	WBGene00240095
OVOC3289	OVOC_OM1b	24225767	24232770	-1	WBGene00240098
OVOC3290	OVOC_OM1b	24239977	24245026	1	WBGene00240099
OVOC3292	OVOC_OM1b	24254650	24265069	-1	WBGene00240101
OVOC3293	OVOC_OM1b	24269955	24276636	-1	WBGene00240102
OVOC3296	OVOC_OM1b	24285570	24288483	-1	WBGene00240105
OVOC3298	OVOC_OM1b	24292886	24303083	-1	WBGene00240107
OVOC3301	OVOC_OM1b	24319950	24325046	1	WBGene00240110
OVOC3302	OVOC_OM1b	24330581	24332678	-1	WBGene00240111
OVOC3305	OVOC_OM1b	24353228	24365441	1	WBGene00240114
OVOC3307	OVOC_OM1b	24368838	24374393	-1	WBGene00240116
OVOC3309	OVOC_OM1b	24383589	24392877	-1	WBGene00240118
OVOC3314	OVOC_OM1b	24426773	24435243	-1	WBGene00240123
OVOC3318	OVOC_OM1b	24483130	24484858	-1	WBGene00240127
OVOC3319	OVOC_OM1b	24484907	24487368	1	WBGene00240128
OVOC3320	OVOC_OM1b	24486195	24500136	-1	WBGene00240129
OVOC3321	OVOC_OM1b	24501940	24505363	1	WBGene00240130
OVOC3322	OVOC_OM1b	24505339	24514510	-1	WBGene00240131
OVOC3323	OVOC_OM1b	24519242	24525518	1	WBGene00240132
OVOC3324	OVOC_OM1b	24526151	24529672	-1	WBGene00240133
OVOC3325	OVOC_OM1b	24530853	24532718	-1	WBGene00240134
OVOC3326	OVOC_OM1b	24534558	24539223	-1	WBGene00240135
OVOC3329	OVOC_OM1b	24561770	24565311	1	WBGene00240138
OVOC3333	OVOC_OM1b	24606908	24626365	-1	WBGene00240142
OVOC3334	OVOC_OM1b	24649716	24654692	-1	WBGene00240143
OVOC3335	OVOC_OM1b	24658668	24665519	-1	WBGene00240144
OVOC3336	OVOC_OM1b	24670415	24678109	-1	WBGene00240145
OVOC3341	OVOC_OM1b	24717858	24724447	1	WBGene00240150
OVOC3343	OVOC_OM1b	24739583	24746412	1	WBGene00240152
OVOC3344	OVOC_OM1b	24747422	24759683	-1	WBGene00240153
OVOC3346	OVOC_OM1b	24761263	24770587	1	WBGene00240155
OVOC3349	OVOC_OM1b	24794916	24800438	-1	WBGene00240158
OVOC3350	OVOC_OM1b	24801461	24805034	-1	WBGene00240159
OVOC3351	OVOC_OM1b	24805552	24807309	-1	WBGene00240160
OVOC3352	OVOC_OM1b	24809919	24816902	-1	WBGene00240161
OVOC3353	OVOC_OM1b	24820832	24825479	-1	WBGene00240162
OVOC3354	OVOC_OM1b	24827137	24829115	-1	WBGene00240163
OVOC3356	OVOC_OM1b	24841564	24853430	1	WBGene00240165
OVOC3357	OVOC_OM1b	24855860	24858191	-1	WBGene00240166
OVOC3362	OVOC_OM1b	24929043	24935061	1	WBGene00240171
OVOC3365	OVOC_OM1b	24957231	24961554	1	WBGene00240174
OVOC3368	OVOC_OM1b	24977592	24983114	-1	WBGene00240177
OVOC3369	OVOC_OM1b	24991815	24995261	-1	WBGene00240178
OVOC3370	OVOC_OM1b	25001421	25004613	-1	WBGene00240179
OVOC3377	OVOC_OM1b	25128912	25131081	-1	WBGene00240186
OVOC3379	OVOC_OM1b	25139157	25141821	1	WBGene00240188
OVOC3380	OVOC_OM1b	25157322	25168291	1	WBGene00240189
OVOC3383	OVOC_OM1b	25180380	25184595	1	WBGene00240192
OVOC3386	OVOC_OM1b	25195932	25201350	-1	WBGene00240195
OVOC3387	OVOC_OM1b	25212293	25222719	-1	WBGene00240196
OVOC3389	OVOC_OM1b	25232134	25238103	-1	WBGene00240198
OVOC3391	OVOC_OM1b	25247904	25254769	1	WBGene00240200
OVOC3393	OVOC_OM1b	25269937	25276110	1	WBGene00240202
OVOC3395	OVOC_OM1b	25292297	25294725	1	WBGene00240204
OVOC3396	OVOC_OM1b	25309088	25315936	1	WBGene00240205
OVOC3397	OVOC_OM1b	25327229	25330277	-1	WBGene00240206
OVOC3398	OVOC_OM1b	25330283	25338593	-1	WBGene00240207
OVOC3399	OVOC_OM1b	25338888	25344317	-1	WBGene00240208
OVOC3400	OVOC_OM1b	25346997	25350066	-1	WBGene00240209
OVOC3401	OVOC_OM1b	25352219	25358023	-1	WBGene00240210
OVOC3402	OVOC_OM1b	25370903	25379828	1	WBGene00240211
OVOC3403	OVOC_OM1b	25379829	25383246	-1	WBGene00240212
OVOC3405	OVOC_OM1b	25389154	25393325	1	WBGene00240214
OVOC3411	OVOC_OM1b	25423722	25434828	1	WBGene00240220
OVOC3412	OVOC_OM1b	25436588	25442952	1	WBGene00240221
OVOC3413	OVOC_OM1b	25440306	25442243	-1	WBGene00240222
OVOC3414	OVOC_OM1b	25443497	25448842	-1	WBGene00240223
OVOC3416	OVOC_OM1b	25451568	25452922	-1	WBGene00240225
OVOC3417	OVOC_OM1b	25454716	25456148	-1	WBGene00240226
OVOC3418	OVOC_OM1b	25461893	25463758	1	WBGene00240227
OVOC3419	OVOC_OM1b	25464632	25466681	1	WBGene00240228
OVOC3420	OVOC_OM1b	25467691	25468904	-1	WBGene00240229
OVOC3421	OVOC_OM1b	25473199	25503974	1	WBGene00240230
OVOC3422	OVOC_OM1b	25491773	25506173	-1	WBGene00240231
OVOC3423	OVOC_OM1b	25507633	25513998	-1	WBGene00240232
OVOC3425	OVOC_OM1b	25526819	25540761	1	WBGene00240234
OVOC3430	OVOC_OM1b	25573011	25578491	-1	WBGene00240239
OVOC3431	OVOC_OM1b	25593950	25594871	1	WBGene00240240
OVOC3433	OVOC_OM1b	25612466	25615649	1	WBGene00240242
OVOC3434	OVOC_OM1b	25617664	25621200	-1	WBGene00240243
OVOC3435	OVOC_OM1b	25632802	25637063	1	WBGene00240244
OVOC3439	OVOC_OM1b	25724781	25730982	1	WBGene00240248
OVOC3440	OVOC_OM1b	25732211	25736874	-1	WBGene00240249
OVOC3441	OVOC_OM1b	25737284	25741207	-1	WBGene00240250
OVOC3442	OVOC_OM1b	25742596	25753283	-1	WBGene00240251
OVOC3446	OVOC_OM1b	25759763	25763056	1	WBGene00240255
OVOC3447	OVOC_OM1b	25770857	25774136	-1	WBGene00240256
OVOC3448	OVOC_OM1b	25783970	25791384	1	WBGene00240257
OVOC3449	OVOC_OM1b	25791754	25793103	1	WBGene00240258
OVOC3452	OVOC_OM1b	25801115	25807807	-1	WBGene00240261
OVOC3456	OVOC_OM1b	25835176	25840765	-1	WBGene00240265
OVOC3457	OVOC_OM1b	25843298	25851703	1	WBGene00240266
OVOC3459	OVOC_OM1b	25858977	25870761	1	WBGene00240268
OVOC3460	OVOC_OM1b	25893459	25909385	-1	WBGene00240269
OVOC3467	OVOC_OM1b	25932637	25957085	1	WBGene00240276
OVOC3469	OVOC_OM1b	25959631	25960485	1	WBGene00240278
OVOC3470	OVOC_OM1b	25963925	25973457	-1	WBGene00240279
OVOC3471	OVOC_OM1b	25974335	25982949	1	WBGene00240280
OVOC3472	OVOC_OM1b	25983497	25986865	1	WBGene00240281
OVOC3473	OVOC_OM1b	25984961	25986841	-1	WBGene00240282
OVOC3474	OVOC_OM1b	25988078	25992010	1	WBGene00240283
OVOC3475	OVOC_OM1b	25994445	26000733	1	WBGene00240284
OVOC3477	OVOC_OM1b	26005576	26010748	1	WBGene00240286
OVOC3478	OVOC_OM1b	26011699	26018971	-1	WBGene00240287
OVOC3480	OVOC_OM1b	26035206	26039227	1	WBGene00240289
OVOC3481	OVOC_OM1b	26040370	26041629	1	WBGene00240290
OVOC3483	OVOC_OM1b	26046733	26052299	-1	WBGene00240292
OVOC3484	OVOC_OM1b	26053353	26059282	-1	WBGene00240293
OVOC3487	OVOC_OM1b	26072121	26077610	1	WBGene00240296
OVOC3488	OVOC_OM1b	26081242	26086330	-1	WBGene00240297
