WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
ZC328.4	I	6407458	6409212	1	WBGene00004721
C08B11.5	II	8034250	8035767	-1	WBGene00004723
R11G1.4	X	3646320	3650150	-1	WBGene00004727
F21H11.2	III	5109701	5130673	1	WBGene00004728
C18F3.2	IV	8062669	8084087	1	WBGene00004732
K11D9.2	III	10811906	10816844	-1	WBGene00004736
F10G7.4	II	4698721	4700994	1	WBGene00004737
F18E2.3	V	12763945	12767933	1	WBGene00004738
T10H9.2	V	6633269	6639665	1	WBGene00004740
M01D7.2	I	1862607	1872306	-1	WBGene00004743
F52E10.1	X	16275769	16282436	1	WBGene00004745
T23G7.4	II	9173175	9177152	-1	WBGene00004752
Y106G6H.7	I	10446661	10452071	1	WBGene00004753
Y113G7A.3	V	20091263	20105685	1	WBGene00004754
F12F6.6	IV	11561986	11566194	-1	WBGene00004755
ZC518.2	IV	12355604	12360792	-1	WBGene00004756
R03G5.2	X	7816720	7821045	1	WBGene00004758
F45D3.5	V	12560710	12563383	1	WBGene00004759
F10F2.1	III	4596134	4612384	-1	WBGene00004760
F35G12.3	III	4571753	4578437	-1	WBGene00004762
K04G11.2	X	14332770	14340481	-1	WBGene00004764
W02D7.7	V	8301490	8302580	-1	WBGene00004766
F55B12.3	V	13818132	13822980	1	WBGene00004767
F55A11.3	V	11767328	11769899	1	WBGene00004768
F35H12.3	X	915874	918290	1	WBGene00004769
C32E12.5	I	5204540	5215218	-1	WBGene00004771
F15C11.1	I	7038900	7048832	1	WBGene00004773
C14F5.5	X	7959452	7961723	-1	WBGene00004774
Y47G6A.12	I	3433157	3438543	-1	WBGene00004775
F59C12.2	X	16579745	16587624	1	WBGene00004776
C02D4.2	X	15286579	15302963	-1	WBGene00004777
Y22D7AR.13	III	1723194	1733101	-1	WBGene00004779
C09B7.1	X	2673471	2682379	1	WBGene00004780
T26A5.7	III	6450792	6452372	-1	WBGene00004781
C26E6.9	III	4922446	4930204	-1	WBGene00004782
H06I04.2	III	3086693	3091738	1	WBGene00004787
C54H2.5	X	5778875	5780758	-1	WBGene00004788
F07H5.2	II	8782029	8783670	-1	WBGene00004790
R186.5	V	12973261	12976704	-1	WBGene00004793
C04F5.1	V	5119939	5126916	1	WBGene00004795
F43D9.4	III	10506106	10506801	-1	WBGene00004798
R11A8.4	IV	10363318	10366249	-1	WBGene00004800
C06A5.11	I	5990741	5992658	1	WBGene00004803
T27F2.1	V	11645481	11650090	1	WBGene00004806
F46A9.5	I	9471341	9472642	1	WBGene00004807
F46A9.4	I	9469704	9470633	1	WBGene00004808
F56B3.4	IV	786234	794326	-1	WBGene00004824
M02A10.3	X	720330	725957	-1	WBGene00004829
F08B12.3	X	11394605	11405931	-1	WBGene00004831
F40E10.4	X	14674328	14683326	1	WBGene00004854
R31.1	V	11899072	11916623	1	WBGene00004855
ZK370.2	III	8749763	8757069	1	WBGene00004856
R13F6.9	III	6860939	6863968	-1	WBGene00004857
R12B2.1	III	5816203	5820200	1	WBGene00004858
W06B3.2	X	11997524	12005092	-1	WBGene00004859
C32D5.2	II	6324484	6327355	1	WBGene00004860
T05A10.1	X	10769288	10782973	1	WBGene00004862
Y47D3A.26	III	11290911	11306145	1	WBGene00004873
F47G4.7	I	14048085	14051003	-1	WBGene00004875
K11G12.4	X	6719666	6723066	-1	WBGene00004876
K11G12.3	X	6716358	6718670	-1	WBGene00004877
C48B6.6	I	6900947	6913579	-1	WBGene00004879
Y48G8AL.6	I	1176471	1190829	1	WBGene00004880
Y73B6BL.18	IV	6362395	6373087	-1	WBGene00004881
F46B6.3	V	9775935	9777743	-1	WBGene00004882
Y54F10AL.2	III	2473868	2486620	1	WBGene00004884
Y39A3CR.1	III	1878365	1880866	1	WBGene00004886
C41G7.1	I	9511181	9512236	-1	WBGene00004887
K12C11.2	I	1340678	1341258	1	WBGene00004888
Y54E5B.1	I	14807467	14815725	1	WBGene00004889
Y71D11A.2	III	1143172	1145211	1	WBGene00004891
H21P03.3	IV	11482668	11498167	-1	WBGene00004892
F53H8.4	X	944826	948883	-1	WBGene00004893
Y22D7AL.8	III	1583155	1601140	-1	WBGene00004894
CC4.3	I	12995803	13012859	1	WBGene00004895
Y49F6B.4	II	3482408	3490143	1	WBGene00004896
T10H9.4	V	6655562	6656501	-1	WBGene00004897
W03G9.1	I	4980307	4983958	1	WBGene00004900
T13B5.1	II	1092006	1097899	1	WBGene00004902
M01G5.5	III	1520224	1532768	-1	WBGene00004905
T03F7.1	V	11305070	11308446	-1	WBGene00004910
T08A9.3	X	7327605	7329677	1	WBGene00004912
Y38C1BA.2	IV	1805037	1815099	-1	WBGene00004913
Y116A8C.42	IV	17088058	17088834	1	WBGene00004914
W08E3.1	I	13339397	13340224	1	WBGene00004915
T28D9.10	II	6488830	6489761	-1	WBGene00004916
C52E4.3	V	11978518	11979970	-1	WBGene00004917
ZK652.1	III	7862070	7862577	1	WBGene00004918
Y49E10.15	III	12429172	12429630	-1	WBGene00004919
Y71F9B.4	I	2727014	2727545	1	WBGene00004920
F31E8.2	II	6810963	6816443	1	WBGene00004921
F42G9.7	III	786532	793733	-1	WBGene00004922
Y75B7AL.3	V	1358187	1363784	-1	WBGene00004923
T23H2.2	I	6436058	6441192	1	WBGene00004924
R12A1.2	V	1393112	1411616	-1	WBGene00004925
C05D9.1	X	1128986	1132925	1	WBGene00004927
AC7.2	IV	5127006	5152485	-1	WBGene00004929
C15F1.7	II	6972712	6973892	-1	WBGene00004930
F10D11.1	I	8417124	8435811	1	WBGene00004931
C08A9.1	X	17092718	17094223	1	WBGene00004932
C15A11.3	I	7389049	7395918	-1	WBGene00004944
Y71F9B.10	I	2761158	2776097	-1	WBGene00004946
T28F12.3	V	4517643	4549291	-1	WBGene00004947
K08A8.2	X	7458293	7463736	-1	WBGene00004949
F40E10.2	X	14690846	14692999	-1	WBGene00004950
K10B3.10	X	3117439	3127073	-1	WBGene00004951
Y34D9A.4	I	1030629	1033436	-1	WBGene00004952
ZK524.1	I	7454660	7456953	1	WBGene00004958
Y110A7A.12	I	5101682	5103467	-1	WBGene00004959
Y66D12A.20	III	11505535	11508919	1	WBGene00004960
C17D12.6	I	11582743	11586069	-1	WBGene00004963
AC3.10	V	10384157	10385711	1	WBGene00004964
ZC404.3	V	6785457	6787866	1	WBGene00004975
K01A11.4	III	3439023	3444207	-1	WBGene00004976
Y47G6A.10	I	3467132	3478515	1	WBGene00004978
B0464.5	III	9456563	9463004	1	WBGene00004980
Y66H1B.4	IV	379898	383185	-1	WBGene00004981
T05E11.4	IV	11123133	11124862	-1	WBGene00004985
C28C12.5	IV	8481664	8483710	1	WBGene00004993
C28C12.7	IV	8477182	8480656	1	WBGene00004995
D1014.8	V	8126663	8129352	-1	WBGene00005006
C27B7.1	IV	8891466	8892747	1	WBGene00005007
C09H6.1	I	8103601	8109227	1	WBGene00005009
F54C4.2	III	69073	69817	-1	WBGene00005014
K08E4.1	IV	12051484	12055785	1	WBGene00005015
B0491.2	II	11336693	11337837	-1	WBGene00005016
C01B12.1	II	23328	24458	1	WBGene00005017
D2096.4	IV	8361089	8363370	1	WBGene00005019
Y110A2AL.14	II	2889104	2894395	-1	WBGene00005020
R10E11.4	III	9778782	9780350	-1	WBGene00005021
F29F11.1	V	10659635	10661467	-1	WBGene00005022
T24D1.1	I	9947805	9953387	1	WBGene00005023
Y50D4C.4	V	951454	964800	-1	WBGene00005024
C52E12.3	II	7010798	7012690	-1	WBGene00005025
Y92H12A.1	I	1566929	1580196	1	WBGene00005077
F49B2.5	I	14322237	14328965	1	WBGene00005078
M02B1.1	IV	12849506	12854408	1	WBGene00005153
C05E4.3	V	753283	755124	1	WBGene00005642
C05E4.1	V	762734	764593	1	WBGene00005643
Y32G9A.4	V	1908855	1910692	1	WBGene00005644
C03G6.19	V	7384232	7386173	-1	WBGene00005647
F20D6.4	V	8179131	8183442	1	WBGene00005648
F20D6.3	V	8183730	8185772	1	WBGene00005649
W03B1.4	IV	4357631	4359936	1	WBGene00005662
C47E12.1	IV	10003726	10005599	1	WBGene00005663
Y55F3AM.2	IV	1045983	1049506	1	WBGene00005903
C44B12.4	IV	1114969	1118666	-1	WBGene00005904
E03H12.10	IV	4994324	4994739	-1	WBGene00006038
K07F5.9	IV	9850648	9851070	-1	WBGene00006039
T28H11.6	IV	4999434	4999853	-1	WBGene00006040
T27A3.3	I	6102032	6102463	1	WBGene00006044
C55C2.2	I	2562616	2563049	1	WBGene00006047
ZK1225.6	I	13219056	13219545	1	WBGene00006048
F32B6.7	IV	9895388	9896147	1	WBGene00006049
C14A11.7	X	2823501	2826827	-1	WBGene00006055
F54C9.2	II	8563714	8566139	-1	WBGene00006059
F30A10.5	I	9486642	9488229	-1	WBGene00006061
F30A10.8	I	9501268	9505173	1	WBGene00006062
F32A6.5	X	5307489	5323385	-1	WBGene00006064
Y71H9A.3	X	11644143	11647425	1	WBGene00006066
F41G4.3	X	16816260	16819268	-1	WBGene00006067
Y71H9A.2	X	11632407	11636508	1	WBGene00006068
T01B11.5	IV	8460999	8463816	-1	WBGene00006220
F07A5.5	I	7360199	7371534	-1	WBGene00006306
F28C6.6	II	8603846	8606744	1	WBGene00006307
K09C4.8	X	3267294	3270906	-1	WBGene00006308
D1014.1	V	8157746	8159844	1	WBGene00006309
F34D6.3	II	2684669	2686977	-1	WBGene00006318
R09G11.1	X	17528344	17531980	1	WBGene00006319
T22B2.4	X	3904591	3907671	1	WBGene00006321
DY3.7	I	8792965	8797293	1	WBGene00006324
R10E4.2	III	4276266	4280217	-1	WBGene00006331
C01B7.1	V	8786551	8792771	1	WBGene00006342
F39B2.4	I	14777139	14787804	-1	WBGene00006349
F26E4.1	I	9754122	9757898	1	WBGene00006352
B0336.9	III	5702248	5705464	-1	WBGene00006359
F35D2.5	II	7585731	7594912	-1	WBGene00006363
F59F5.6	X	10549123	10555239	-1	WBGene00006364
K02E10.8	X	2509608	2515317	-1	WBGene00006365
C44H4.3	X	14581654	14584374	1	WBGene00006366
ZK1067.6	II	9178514	9188480	-1	WBGene00006367
C54H2.1	X	5776251	5778884	1	WBGene00006368
R03E1.1	X	14164634	14169779	-1	WBGene00006369
F35C8.4	X	5349098	5352423	1	WBGene00006371
F48F7.2	X	13960064	13962830	1	WBGene00006372
F55A11.2	V	11764904	11767222	1	WBGene00006373
T01B11.3	IV	8457280	8458933	1	WBGene00006374
W04A8.7	I	13861472	13887468	1	WBGene00006382
Y37E11B.4	IV	3584314	3593615	-1	WBGene00006383
C11G6.1	X	16332440	16346027	1	WBGene00006384
R119.6	I	382648	388564	1	WBGene00006385
F30F8.8	I	7848975	7853631	1	WBGene00006386
Y111B2A.16	III	12671307	12673421	-1	WBGene00006389
ZK1320.12	II	9669324	9671499	1	WBGene00006390
T12D8.7	III	13624195	13626007	1	WBGene00006391
K03B4.3	V	4687107	4688028	1	WBGene00006392
F48D6.1	X	4255154	4256812	1	WBGene00006393
K10D3.3	I	7132747	7134312	1	WBGene00006394
C14A4.10	II	10605030	10605612	-1	WBGene00006397
F59E12.13	II	5657710	5659854	-1	WBGene00006402
C31C9.1	II	13632655	13636986	1	WBGene00006404
Y116A8C.36	IV	17119684	17126266	1	WBGene00006405
F12F6.5	IV	11570500	11578699	1	WBGene00006406
F25H5.1	I	9181819	9220766	-1	WBGene00006407
T14G12.3	X	3731894	3733457	-1	WBGene00006408
ZK470.5	X	4148648	4153443	-1	WBGene00006410
C40C9.5	X	13625373	13631166	-1	WBGene00006412
T24F1.1	II	11301359	11302783	1	WBGene00006414
F38H4.7	IV	11850950	11855159	-1	WBGene00006415
R02C2.3	V	246618	251756	-1	WBGene00006419
T21G5.5	I	6877080	6888217	-1	WBGene00006423
F49E10.5	X	5862708	5873320	1	WBGene00006424
F33C8.1	X	14710475	14718779	1	WBGene00006432
F42A8.2	II	9350648	9352801	-1	WBGene00006433
F09E5.15	II	5378068	5379632	1	WBGene00006434
F25G6.5	V	8549289	8551165	1	WBGene00006435
K08B12.5	V	6257392	6267287	-1	WBGene00006437
C01F6.6	IV	9119098	9130378	1	WBGene00006438
T27E9.1	III	13463163	13464657	1	WBGene00006439
Y73F8A.19	IV	15361555	15368260	1	WBGene00006441
F58G11.5	V	13675988	13678598	-1	WBGene00006442
C45B11.1	V	11036462	11039425	-1	WBGene00006443
C33B4.3	II	11384594	11390862	-1	WBGene00006444
F37D6.6	I	10501585	10505949	1	WBGene00006445
F28F8.6	V	15575498	15577443	-1	WBGene00006446
C25A1.3	I	10159982	10161883	-1	WBGene00006447
C16C10.10	III	4153599	4154650	1	WBGene00006448
ZK757.3	III	9887210	9891458	-1	WBGene00006449
C28C12.10	IV	8503493	8510559	-1	WBGene00006450
R148.6	III	3198477	3199516	-1	WBGene00006452
F25D1.1	V	10532894	10536388	-1	WBGene00006460
M01D7.4	I	1845221	1850523	1	WBGene00006461
C33A11.4	X	15369974	15377685	-1	WBGene00006462
T26A5.3	III	6465157	6467208	1	WBGene00006463
F23B12.6	V	14447629	14449587	1	WBGene00006465
C01B7.4	V	8792696	8795567	-1	WBGene00006467
F13E6.6	X	10697854	10711869	-1	WBGene00006468
F08F1.7	X	8418646	8422055	-1	WBGene00006472
E02H1.3	II	9591292	9592936	1	WBGene00006473
C14B1.4	III	3705265	3706784	1	WBGene00006474
M03F4.3	X	4948049	4955331	1	WBGene00006475
T08H4.1	II	4100788	4127849	1	WBGene00006476
H38K22.3	III	4317702	4320341	1	WBGene00006478
B0563.4	X	9150694	9160646	1	WBGene00006479
D1054.15	V	10806131	10807973	-1	WBGene00006481
F08A8.6	I	12934767	12937252	1	WBGene00006484
T11F9.2	V	11462999	11466770	1	WBGene00006486
C30H6.2	IV	17364791	17366491	-1	WBGene00006487
ZK856.9	V	10210444	10212127	-1	WBGene00006489
F36H1.2	IV	11038662	11047422	1	WBGene00006490
ZK809.2	IV	11650715	11652033	-1	WBGene00006491
C27A12.3	I	6038406	6041265	1	WBGene00006492
R09A8.3	X	12624655	12634354	-1	WBGene00006493
H13N06.5	X	15506037	15507880	-1	WBGene00006494
F31D5.3	II	4186666	4208499	1	WBGene00006495
C14A11.3	X	2772042	2799247	1	WBGene00006496
F10G7.1	II	4710277	4713690	1	WBGene00006497
R13F6.4	III	6820935	6847283	1	WBGene00006498
W06D4.5	I	9063588	9064403	-1	WBGene00006503
R13A1.2	IV	7206246	7218000	1	WBGene00006504
Y76A2A.1	III	13459582	13460608	1	WBGene00006509
C01G6.6	II	9285932	9289136	1	WBGene00006510
F18E2.2	V	12761044	12763375	-1	WBGene00006512
Y39A3CL.2	III	1789084	1806859	1	WBGene00006513
F44G4.4	II	8997827	8999722	1	WBGene00006514
C05D11.3	III	6432178	6433145	1	WBGene00006515
C05D11.2	III	6433239	6436502	1	WBGene00006516
E02H4.3	X	14284775	14293993	-1	WBGene00006517
F27D4.5	I	7727267	7729092	1	WBGene00006518
F54D8.2	III	5081726	5082995	1	WBGene00006519
F36F2.5	I	9020945	9025553	1	WBGene00006525
ZC84.2	III	9181550	9185649	1	WBGene00006526
C02F4.2	IV	10493071	10501599	-1	WBGene00006527
F26E4.8	I	9785778	9787624	-1	WBGene00006528
C47B2.3	I	12964674	12966876	-1	WBGene00006529
F44F4.11	II	10918706	10920202	1	WBGene00006530
F16D3.1	I	8353410	8357828	1	WBGene00006531
T28D6.2	III	11368415	11371775	-1	WBGene00006533
K01G5.7	III	10740868	10742461	-1	WBGene00006536
C36E8.5	III	4015769	4017643	-1	WBGene00006537
B0272.1	X	9434452	9436893	-1	WBGene00006538
F58A4.8	III	9626532	9629154	-1	WBGene00006540
T20B12.2	III	7384033	7386132	1	WBGene00006542
F21H11.3	III	5130923	5136319	-1	WBGene00006543
K01C8.3	II	8270567	8273611	1	WBGene00006562
Y47D3A.27	III	11312251	11317055	-1	WBGene00006563
Y63D3A.5	I	14101236	14104475	1	WBGene00006565
ZK829.6	IV	11957547	11959804	-1	WBGene00006566
Y39B6A.35	V	18998345	19000918	1	WBGene00006567
F39G3.8	V	4726721	4730234	-1	WBGene00006570
Y75B8A.22	III	12240367	12250164	-1	WBGene00006571
C06G3.11	IV	7043935	7044604	-1	WBGene00006572
Y66D12A.22	III	11500867	11502852	-1	WBGene00006573
DY3.1	I	8759204	8759788	-1	WBGene00006574
F13B10.1	III	3869591	3901466	-1	WBGene00006575
F39H11.2	I	8697923	8701971	-1	WBGene00006577
F25H2.1	I	10536115	10538086	-1	WBGene00006578
C07A9.3	III	9699876	9710268	1	WBGene00006579
T23G4.1	IV	13701240	13704082	-1	WBGene00006580
C08D8.2	V	8336658	8340675	1	WBGene00006582
F42E11.4	X	11375887	11377470	-1	WBGene00006584
T20B3.2	V	16833638	16835144	-1	WBGene00006585
W03F8.1	IV	5204591	5207138	1	WBGene00006586
F53A9.10	X	8721557	8723552	-1	WBGene00006587
C14F5.3	X	7937635	7945048	-1	WBGene00006588
T08B1.2	V	1989476	1992918	-1	WBGene00006589
ZC395.3	III	5275225	5277797	1	WBGene00006590
T24A11.3	III	3804772	3809030	-1	WBGene00006591
R151.5	III	7202661	7207664	1	WBGene00006592
C07F11.1	I	443999	461605	1	WBGene00006593
M01A10.2	I	5546120	5561642	1	WBGene00006594
M01E5.5	I	13292506	13297555	1	WBGene00006595
Y56A3A.27	III	11949918	11960180	-1	WBGene00006596
Y37A1B.12	IV	13984251	13985805	-1	WBGene00006597
Y37A1B.13	IV	13982636	13984141	-1	WBGene00006598
B0545.1	IV	92016	110756	1	WBGene00006599
ZK1290.2	II	7549335	7551977	1	WBGene00006600
ZK54.2	X	17467121	17474585	-1	WBGene00006602
Y47D3A.6	III	11170889	11195207	-1	WBGene00006604
LLC1.1	IV	14436367	14444183	-1	WBGene00006606
F57B10.7	I	6554729	6558623	1	WBGene00006607
T05A12.2	IV	6876737	6883461	-1	WBGene00006608
W05E10.4	V	11709775	11715903	-1	WBGene00006609
F15A2.2	X	13472155	13475899	1	WBGene00006610
C23H3.7	II	53013	55304	-1	WBGene00006611
ZC376.5	V	14183124	14185667	-1	WBGene00006613
ZC21.2	III	8535131	8542748	1	WBGene00006614
Y71A12B.4	I	13899085	13913854	1	WBGene00006616
C47D12.6	II	11691326	11695657	-1	WBGene00006617
F31D4.6	V	20859344	20861153	-1	WBGene00006622
K07B1.1	V	9345772	9348687	1	WBGene00006623
F10G7.2	II	4706821	4710052	1	WBGene00006626
C02F5.8	III	8237995	8239423	-1	WBGene00006627
C02F5.11	III	8236984	8237881	-1	WBGene00006628
Y39E4B.4	III	13212666	13214371	1	WBGene00006629
T23D8.2	I	9970037	9973177	-1	WBGene00006633
F33C8.3	X	14726626	14729482	-1	WBGene00006634
C25G6.2	X	1245984	1247892	1	WBGene00006635
B0563.2	X	9163164	9166368	1	WBGene00006637
T14G10.6	IV	10149166	10150602	-1	WBGene00006638
Y39B6A.6	V	19154106	19157674	1	WBGene00006639
F39C12.3	X	4866684	4874657	-1	WBGene00006640
F53B6.1	I	8928748	8931089	1	WBGene00006641
B0198.1	X	12031598	12034037	-1	WBGene00006646
F53G2.6	II	2460866	2472862	-1	WBGene00006647
W03F9.5	V	156825	166866	1	WBGene00006648
F08F1.8	X	8422480	8423731	-1	WBGene00006649
Y113G7A.6	V	20053733	20064174	-1	WBGene00006652
C40H5.5	X	11764456	11769378	-1	WBGene00006654
F10B5.4	II	8154096	8156937	-1	WBGene00006655
F21C3.1	I	7269179	7273005	-1	WBGene00006656
T12C9.3	II	4441265	4453151	-1	WBGene00006657
M110.2	II	8210662	8212751	-1	WBGene00006658
B0334.2	II	11483201	11485359	-1	WBGene00006660
F22B7.7	III	8634078	8643739	-1	WBGene00006662
ZC410.4	IV	9082361	9087554	1	WBGene00006663
F29F11.4	V	10667586	10670860	1	WBGene00006667
F52E4.4	X	3081125	3085336	1	WBGene00006670
C44E12.3	X	7599836	7608135	-1	WBGene00006671
C24A3.6	X	8988137	8991972	1	WBGene00006672
T01B4.1	X	16299904	16304122	1	WBGene00006674
T01B4.2	X	16306464	16314998	1	WBGene00006675
F55C5.3	V	12265707	12269549	-1	WBGene00006677
M04B2.5	IV	11504716	11509723	1	WBGene00006678
C33D12.3	X	3050365	3054585	-1	WBGene00006679
C52B9.6	X	4274786	4279344	-1	WBGene00006680
F36A2.4	I	8808992	8811712	-1	WBGene00006682
Y47D3B.5	III	11410712	11424655	1	WBGene00006683
F53C11.6	V	13796641	13800577	1	WBGene00006684
W06D12.5	V	17710040	17714377	-1	WBGene00006685
K06B4.12	V	15704960	15709528	1	WBGene00006686
R12G8.2	V	17743651	17747059	-1	WBGene00006688
C24H11.8	III	11795748	11803243	1	WBGene00006690
T28A8.1	III	13486643	13492430	-1	WBGene00006691
F32H5.7	V	13346278	13356101	1	WBGene00006693
Y71H9A.1	X	11622967	11627113	-1	WBGene00006694
Y71H2AM.22	III	2793323	2801900	-1	WBGene00006695
Y39B6A.19	V	19060180	19067034	1	WBGene00006696
Y92C3B.2	III	1062793	1076555	-1	WBGene00006697
Y116A8C.35	IV	17116763	17118760	-1	WBGene00006698
C47E12.5	IV	9989670	9995034	-1	WBGene00006699
W02A11.4	I	12741588	12749318	1	WBGene00006700
C35B1.1	IV	4103020	4106220	1	WBGene00006701
Y71G12B.15	I	1698094	1701128	1	WBGene00006702
D1022.1	II	7479064	7480713	1	WBGene00006703
F58A4.10	III	9630085	9631167	-1	WBGene00006704
Y94H6A.6	IV	2704693	2707231	-1	WBGene00006705
F29B9.6	IV	4651044	4652468	1	WBGene00006706
R09B3.4	I	11911324	11912052	1	WBGene00006707
Y54G2A.31	IV	2922591	2925691	-1	WBGene00006708
Y87G2A.9	I	13581698	13585295	1	WBGene00006709
Y54E5B.4	I	14822050	14823996	1	WBGene00006711
B0403.2	X	7050577	7055667	1	WBGene00006712
R01H2.6	III	7067686	7068570	-1	WBGene00006713
Y69H2.6	V	18686315	18689843	-1	WBGene00006714
F40G9.3	III	188838	190974	1	WBGene00006715
C28G1.1	X	8844288	8846275	1	WBGene00006718
F49E12.4	II	8405603	8406924	1	WBGene00006719
F25H2.8	I	10562968	10564914	1	WBGene00006720
F46E10.8	V	6509910	6511409	-1	WBGene00006721
Y40G12A.2	V	6508831	6509884	-1	WBGene00006722
Y40G12A.1	V	6506752	6508803	-1	WBGene00006723
C08B11.7	II	8038271	8039597	-1	WBGene00006724
F46F11.4	I	5607820	5608841	-1	WBGene00006726
ZK1010.1	III	12977910	12978523	-1	WBGene00006728
K07B1.3	V	9334773	9336668	1	WBGene00006729
F39B2.2	I	14790244	14790934	1	WBGene00006730
F19B6.2	IV	12329407	12331054	-1	WBGene00006733
T05H10.5	II	8062741	8066193	1	WBGene00006734
C26E6.8	III	4918277	4920319	-1	WBGene00006735
T10F2.3	III	5165659	5169799	-1	WBGene00006736
Y38A8.3	II	4955646	4959876	-1	WBGene00006737
C41C4.6	II	8129960	8134742	1	WBGene00006739
K03E6.5	X	1057487	1062447	-1	WBGene00006741
T02C5.5	X	2710918	2748114	-1	WBGene00006742
Y16B4A.1	X	14773538	14783564	1	WBGene00006743
F26C11.2	II	9897754	9900376	-1	WBGene00006744
B0273.4	IV	5495666	5528338	-1	WBGene00006745
F41C6.1	X	6889689	6897147	1	WBGene00006746
R07D5.1	X	15120975	15147742	-1	WBGene00006747
R12H7.1	X	13212390	13216707	1	WBGene00006749
T10A3.1	X	7272334	7280322	-1	WBGene00006750
C32E8.10	I	3798566	3805737	-1	WBGene00006751
K10D3.2	I	7122614	7128423	-1	WBGene00006753
F07A5.7	I	7376604	7383197	-1	WBGene00006754
ZK1098.10	III	9546258	9556514	1	WBGene00006755
ZC416.8	IV	3618259	3624697	-1	WBGene00006756
F27D9.1	X	7682896	7686040	1	WBGene00006757
ZK617.1	IV	11972697	12011007	-1	WBGene00006759
H14N18.1	V	8936359	8939676	1	WBGene00006760
F57H12.2	IV	7979823	7982005	1	WBGene00006761
Y37D8A.23	III	12942617	12949899	1	WBGene00006762
JC8.10	IV	13261556	13272514	-1	WBGene00006763
ZK721.2	X	8789456	8790621	1	WBGene00006764
T08G11.5	I	8897613	8901435	-1	WBGene00006765
B0564.10	IV	13119096	13124387	1	WBGene00006766
ZK897.1	IV	12773862	12787513	1	WBGene00006767
ZK637.8	III	8905615	8911749	1	WBGene00006768
Y37E11C.1	IV	3516819	3526602	1	WBGene00006769
Y50D4C.1	V	982534	996207	1	WBGene00006770
Y71G12B.11	I	1721592	1740670	1	WBGene00006771
C50C3.9	III	8193844	8201206	-1	WBGene00006772
W02D3.9	I	6742293	6745341	-1	WBGene00006773
F21F3.5	I	4897620	4900977	-1	WBGene00006774
F56A12.1	V	14373389	14375799	1	WBGene00006775
T19B4.7	I	5679844	5691503	-1	WBGene00006776
C27H6.1	V	9966404	9976226	-1	WBGene00006777
F58E6.10	V	9764645	9769361	-1	WBGene00006778
K11E8.1	IV	10324255	10350217	-1	WBGene00006779
B0350.2	IV	5966656	6004857	1	WBGene00006780
F30H5.1	III	491547	502625	1	WBGene00006781
C04F5.3	V	5097150	5098907	-1	WBGene00006782
T20G5.6	III	10183794	10186390	-1	WBGene00006783
T07A5.2	III	10314490	10318162	-1	WBGene00006785
Y60A3A.1	V	19995986	20004485	-1	WBGene00006786
ZC101.2	II	14647325	14666943	-1	WBGene00006787
F45E10.1	II	11058096	11089456	-1	WBGene00006788
F11C3.3	I	14855901	14863573	-1	WBGene00006789
T04D1.3	I	4675135	4679409	1	WBGene00006791
T06H11.1	X	10104612	10125483	-1	WBGene00006792
W09C5.2	I	13629227	13633494	1	WBGene00006793
Y50E8A.4	V	14731095	14734237	-1	WBGene00006795
T28F12.2	V	4497463	4511449	1	WBGene00006796
Y110A7A.3	I	5141675	5149226	1	WBGene00006797
F56A8.7	III	13277261	13283883	1	WBGene00006798
K11C4.5	V	6901697	6929038	-1	WBGene00006801
T07A5.6	III	10318939	10320021	1	WBGene00006802
K11C4.3	V	6881340	6891836	1	WBGene00006803
Y37D8A.13	III	12881037	12891738	-1	WBGene00006804
F55C7.7	I	3999348	4031739	-1	WBGene00006805
C17D12.2	I	11592302	11602095	1	WBGene00006807
C01G10.11	V	15071748	15080152	1	WBGene00006808
C04F6.4	X	3408664	3411683	-1	WBGene00006810
E03A3.6	III	4066717	4082794	1	WBGene00006811
F25C8.3	V	20879854	20898906	1	WBGene00006812
B0496.3	IV	7424498	7444660	1	WBGene00006814
F54B11.3	X	13584775	13589820	1	WBGene00006816
F10G7.3	II	4702069	4703219	1	WBGene00006817
C30A5.7	III	8212750	8216336	-1	WBGene00006818
F08B6.4	I	6761228	6767797	-1	WBGene00006819
C46F11.1	III	3644375	3648822	1	WBGene00006822
C06A5.7	I	5992661	6003363	-1	WBGene00006823
Y105E8A.6	I	14381344	14384737	-1	WBGene00006824
F13C5.6	X	611120	621290	-1	WBGene00006825
F14D12.2	X	5593133	5594965	1	WBGene00006826
F08C6.7	X	7570374	7573751	-1	WBGene00006827
K11D2.3	I	12508299	12513419	1	WBGene00006829
C30D11.1	III	4115226	4147255	1	WBGene00006830
C52E12.2	II	6994987	7010624	1	WBGene00006831
C41C4.5	II	8116356	8122904	1	WBGene00006832
F53F10.4	I	3824947	3826514	1	WBGene00006833
C47E8.7	V	14691854	14697107	-1	WBGene00006836
F09B9.2	X	10146889	10153142	1	WBGene00006839
R05D3.7	III	8351249	8355174	-1	WBGene00006840
M142.1	III	10902648	10908927	1	WBGene00006843
D1081.2	I	8460225	8463015	1	WBGene00006844
F11C3.2	I	14872112	14875378	1	WBGene00006845
C53D6.2	IV	9002837	9005410	-1	WBGene00006852
C47G2.2	II	11281986	11283953	1	WBGene00006853
C13B4.2	II	14485624	14488688	-1	WBGene00006856
C24H10.5	X	5074399	5078120	-1	WBGene00006861
